Date,Open,High,Low,Close,Volume,Currency,Name,Type
2017-05-10,2396.79,2399.74,2392.79,2399.63,0,USD,S&P 500,stock
2017-05-11,2394.84,2395.72,2381.74,2394.44,0,USD,S&P 500,stock
2017-05-12,2392.44,2392.44,2387.19,2390.9,0,USD,S&P 500,stock
2017-05-15,2393.98,2404.05,2393.94,2402.32,0,USD,S&P 500,stock
2017-05-16,2404.55,2405.77,2396.05,2400.67,0,USD,S&P 500,stock
2017-05-17,2382.95,2384.87,2356.21,2357.03,0,USD,S&P 500,stock
2017-05-18,2354.69,2375.74,2352.72,2365.72,0,USD,S&P 500,stock
2017-05-19,2371.37,2389.06,2370.43,2381.73,0,USD,S&P 500,stock
2017-05-22,2387.21,2395.46,2386.92,2394.02,0,USD,S&P 500,stock
2017-05-23,2397.04,2400.85,2393.88,2398.42,0,USD,S&P 500,stock
2017-05-24,2401.41,2405.58,2397.99,2404.39,0,USD,S&P 500,stock
2017-05-25,2409.54,2418.71,2408.01,2415.07,0,USD,S&P 500,stock
2017-05-26,2414.5,2416.68,2412.2,2415.82,0,USD,S&P 500,stock
2017-05-30,2411.67,2415.26,2409.43,2412.91,0,USD,S&P 500,stock
2017-05-31,2415.63,2415.99,2403.59,2411.8,0,USD,S&P 500,stock
2017-06-01,2415.65,2430.06,2413.54,2430.06,0,USD,S&P 500,stock
2017-06-02,2431.28,2440.23,2427.71,2439.07,0,USD,S&P 500,stock
2017-06-05,2437.83,2439.55,2434.32,2436.1,0,USD,S&P 500,stock
2017-06-06,2431.92,2436.21,2428.12,2429.33,0,USD,S&P 500,stock
2017-06-07,2432.03,2435.28,2424.75,2433.14,0,USD,S&P 500,stock
2017-06-08,2434.27,2439.27,2427.94,2433.79,0,USD,S&P 500,stock
2017-06-09,2436.39,2446.2,2415.7,2431.77,0,USD,S&P 500,stock
2017-06-12,2425.88,2430.38,2419.97,2429.39,0,USD,S&P 500,stock
2017-06-13,2434.15,2441.49,2431.28,2440.35,0,USD,S&P 500,stock
2017-06-14,2443.75,2443.75,2428.34,2437.92,0,USD,S&P 500,stock
2017-06-15,2424.14,2433.95,2418.53,2432.46,0,USD,S&P 500,stock
2017-06-16,2431.24,2433.15,2422.88,2433.15,0,USD,S&P 500,stock
2017-06-19,2442.55,2453.82,2441.79,2453.46,0,USD,S&P 500,stock
2017-06-20,2450.66,2450.66,2436.6,2437.03,0,USD,S&P 500,stock
2017-06-21,2439.31,2442.23,2430.74,2435.61,0,USD,S&P 500,stock
2017-06-22,2437.4,2441.62,2433.27,2434.5,0,USD,S&P 500,stock
2017-06-23,2434.65,2441.4,2431.11,2438.3,0,USD,S&P 500,stock
2017-06-26,2443.32,2450.42,2437.03,2439.07,0,USD,S&P 500,stock
2017-06-27,2436.34,2440.15,2419.38,2419.38,0,USD,S&P 500,stock
2017-06-28,2428.7,2442.97,2428.02,2440.69,0,USD,S&P 500,stock
2017-06-29,2442.38,2442.73,2405.7,2419.7,0,USD,S&P 500,stock
2017-06-30,2429.2,2432.71,2421.65,2423.41,0,USD,S&P 500,stock
2017-07-03,2431.39,2439.17,2428.69,2429.01,0,USD,S&P 500,stock
2017-07-05,2430.78,2434.9,2422.05,2432.54,0,USD,S&P 500,stock
2017-07-06,2423.44,2424.28,2407.7,2409.75,0,USD,S&P 500,stock
2017-07-07,2413.52,2426.92,2413.52,2425.18,0,USD,S&P 500,stock
2017-07-10,2424.51,2432.0,2422.27,2427.43,0,USD,S&P 500,stock
2017-07-11,2427.35,2429.3,2412.79,2425.53,0,USD,S&P 500,stock
2017-07-12,2435.75,2445.76,2435.75,2443.25,0,USD,S&P 500,stock
2017-07-13,2444.99,2449.32,2441.69,2447.83,0,USD,S&P 500,stock
2017-07-14,2449.16,2463.54,2446.69,2459.27,0,USD,S&P 500,stock
2017-07-17,2459.5,2462.82,2457.16,2459.14,0,USD,S&P 500,stock
2017-07-18,2455.88,2460.92,2450.34,2460.61,0,USD,S&P 500,stock
2017-07-19,2463.85,2473.83,2463.85,2473.83,0,USD,S&P 500,stock
2017-07-20,2475.56,2477.62,2468.43,2473.45,0,USD,S&P 500,stock
2017-07-21,2467.4,2472.54,2465.06,2472.54,0,USD,S&P 500,stock
2017-07-24,2472.04,2473.1,2466.32,2469.91,0,USD,S&P 500,stock
2017-07-25,2477.88,2481.24,2474.91,2477.13,0,USD,S&P 500,stock
2017-07-26,2479.97,2481.69,2474.94,2477.83,0,USD,S&P 500,stock
2017-07-27,2482.76,2484.04,2459.93,2475.42,0,USD,S&P 500,stock
2017-07-28,2469.12,2473.53,2464.66,2472.1,0,USD,S&P 500,stock
2017-07-31,2475.94,2477.96,2468.53,2470.3,0,USD,S&P 500,stock
2017-08-01,2477.1,2478.51,2471.14,2476.35,0,USD,S&P 500,stock
2017-08-02,2480.38,2480.38,2466.48,2477.57,0,USD,S&P 500,stock
2017-08-03,2476.03,2476.03,2468.85,2472.16,0,USD,S&P 500,stock
2017-08-04,2476.88,2480.0,2472.08,2476.83,0,USD,S&P 500,stock
2017-08-07,2477.14,2480.95,2475.88,2480.91,0,USD,S&P 500,stock
2017-08-08,2478.35,2490.87,2470.32,2474.92,0,USD,S&P 500,stock
2017-08-09,2465.35,2474.41,2462.08,2474.02,0,USD,S&P 500,stock
2017-08-10,2465.38,2465.38,2437.75,2438.21,0,USD,S&P 500,stock
2017-08-11,2441.04,2448.09,2437.85,2441.32,0,USD,S&P 500,stock
2017-08-14,2454.96,2468.22,2454.96,2465.84,0,USD,S&P 500,stock
2017-08-15,2468.66,2468.9,2461.61,2464.61,0,USD,S&P 500,stock
2017-08-16,2468.63,2474.93,2463.86,2468.11,0,USD,S&P 500,stock
2017-08-17,2462.95,2465.02,2430.01,2430.01,0,USD,S&P 500,stock
2017-08-18,2427.64,2440.27,2420.69,2425.55,0,USD,S&P 500,stock
2017-08-21,2425.5,2430.58,2417.35,2428.37,0,USD,S&P 500,stock
2017-08-22,2433.75,2454.77,2433.67,2452.51,0,USD,S&P 500,stock
2017-08-23,2444.88,2448.91,2441.42,2444.04,0,USD,S&P 500,stock
2017-08-24,2447.91,2450.39,2436.19,2438.97,0,USD,S&P 500,stock
2017-08-25,2444.72,2453.96,2442.22,2443.05,0,USD,S&P 500,stock
2017-08-28,2447.35,2449.12,2439.03,2444.24,0,USD,S&P 500,stock
2017-08-29,2431.94,2449.19,2428.2,2446.3,0,USD,S&P 500,stock
2017-08-30,2446.06,2460.31,2443.77,2457.59,0,USD,S&P 500,stock
2017-08-31,2462.65,2475.01,2462.65,2471.65,0,USD,S&P 500,stock
2017-09-01,2474.42,2480.38,2473.85,2476.55,0,USD,S&P 500,stock
2017-09-05,2470.35,2471.97,2446.55,2457.85,0,USD,S&P 500,stock
2017-09-06,2463.83,2469.64,2459.2,2465.54,0,USD,S&P 500,stock
2017-09-07,2468.06,2468.62,2460.29,2465.1,0,USD,S&P 500,stock
2017-09-08,2462.25,2467.11,2459.4,2461.43,0,USD,S&P 500,stock
2017-09-11,2474.52,2488.95,2474.52,2488.11,0,USD,S&P 500,stock
2017-09-12,2491.94,2496.77,2490.37,2496.48,0,USD,S&P 500,stock
2017-09-13,2493.89,2498.37,2492.14,2498.37,0,USD,S&P 500,stock
2017-09-14,2494.56,2498.43,2491.35,2495.62,0,USD,S&P 500,stock
2017-09-15,2495.67,2500.23,2493.16,2500.23,0,USD,S&P 500,stock
2017-09-18,2502.51,2508.32,2499.92,2503.87,0,USD,S&P 500,stock
2017-09-19,2506.29,2507.84,2503.19,2506.65,0,USD,S&P 500,stock
2017-09-20,2506.84,2508.85,2496.67,2508.24,0,USD,S&P 500,stock
2017-09-21,2507.16,2507.16,2499.0,2500.6,0,USD,S&P 500,stock
2017-09-22,2497.26,2503.47,2496.54,2502.22,0,USD,S&P 500,stock
2017-09-25,2499.39,2502.54,2488.03,2496.66,0,USD,S&P 500,stock
2017-09-26,2501.04,2503.51,2495.12,2496.84,0,USD,S&P 500,stock
2017-09-27,2503.3,2511.75,2495.91,2507.04,0,USD,S&P 500,stock
2017-09-28,2503.41,2510.81,2502.93,2510.06,0,USD,S&P 500,stock
2017-09-29,2509.96,2519.44,2507.99,2519.36,0,USD,S&P 500,stock
2017-10-02,2521.2,2529.23,2520.4,2529.12,0,USD,S&P 500,stock
2017-10-03,2530.34,2535.13,2528.85,2534.58,0,USD,S&P 500,stock
2017-10-04,2533.48,2540.53,2531.8,2537.74,0,USD,S&P 500,stock
2017-10-05,2540.86,2552.51,2540.02,2552.07,0,USD,S&P 500,stock
2017-10-06,2547.44,2549.41,2543.79,2549.33,0,USD,S&P 500,stock
2017-10-09,2551.39,2551.82,2541.6,2544.73,0,USD,S&P 500,stock
2017-10-10,2549.99,2555.23,2544.86,2550.64,0,USD,S&P 500,stock
2017-10-11,2550.62,2555.24,2547.95,2555.24,0,USD,S&P 500,stock
2017-10-12,2552.88,2555.33,2548.31,2550.93,0,USD,S&P 500,stock
2017-10-13,2555.66,2557.65,2552.09,2553.17,0,USD,S&P 500,stock
2017-10-16,2555.57,2559.47,2552.64,2557.64,0,USD,S&P 500,stock
2017-10-17,2557.17,2559.71,2554.69,2559.36,0,USD,S&P 500,stock
2017-10-18,2562.87,2564.11,2559.67,2561.26,0,USD,S&P 500,stock
2017-10-19,2553.39,2562.36,2547.92,2562.1,0,USD,S&P 500,stock
2017-10-20,2567.56,2575.44,2567.56,2575.21,0,USD,S&P 500,stock
2017-10-23,2578.08,2578.29,2564.33,2564.98,0,USD,S&P 500,stock
2017-10-24,2568.66,2572.18,2565.58,2569.13,0,USD,S&P 500,stock
2017-10-25,2566.52,2567.4,2544.0,2557.15,0,USD,S&P 500,stock
2017-10-26,2560.08,2567.07,2559.8,2560.4,0,USD,S&P 500,stock
2017-10-27,2570.26,2582.98,2565.94,2581.07,0,USD,S&P 500,stock
2017-10-30,2577.75,2580.03,2568.25,2572.83,0,USD,S&P 500,stock
2017-10-31,2575.99,2578.29,2572.15,2575.26,0,USD,S&P 500,stock
2017-11-01,2583.21,2588.4,2574.92,2579.36,0,USD,S&P 500,stock
2017-11-02,2579.46,2581.11,2566.17,2579.85,0,USD,S&P 500,stock
2017-11-03,2581.93,2588.42,2576.77,2587.84,0,USD,S&P 500,stock
2017-11-06,2587.47,2593.38,2585.66,2591.13,0,USD,S&P 500,stock
2017-11-07,2592.11,2597.02,2584.35,2590.64,0,USD,S&P 500,stock
2017-11-08,2588.71,2595.47,2585.02,2594.38,0,USD,S&P 500,stock
2017-11-09,2584.0,2586.5,2566.33,2584.62,0,USD,S&P 500,stock
2017-11-10,2580.18,2583.81,2575.57,2582.3,0,USD,S&P 500,stock
2017-11-13,2576.53,2587.66,2574.48,2584.84,0,USD,S&P 500,stock
2017-11-14,2577.75,2579.66,2566.56,2578.87,0,USD,S&P 500,stock
2017-11-15,2569.45,2572.84,2557.45,2564.62,0,USD,S&P 500,stock
2017-11-16,2572.95,2590.09,2572.95,2585.64,0,USD,S&P 500,stock
2017-11-17,2582.94,2583.96,2577.62,2578.85,0,USD,S&P 500,stock
2017-11-20,2579.49,2584.64,2578.24,2582.14,0,USD,S&P 500,stock
2017-11-21,2589.17,2601.19,2589.17,2599.03,0,USD,S&P 500,stock
2017-11-22,2600.31,2600.94,2595.23,2597.08,0,USD,S&P 500,stock
2017-11-24,2600.42,2604.21,2600.42,2602.42,0,USD,S&P 500,stock
2017-11-27,2602.66,2606.41,2598.87,2601.42,0,USD,S&P 500,stock
2017-11-28,2605.94,2627.69,2605.44,2627.04,0,USD,S&P 500,stock
2017-11-29,2627.82,2634.89,2620.32,2626.07,0,USD,S&P 500,stock
2017-11-30,2633.93,2657.74,2633.93,2647.58,0,USD,S&P 500,stock
2017-12-01,2645.1,2650.62,2605.52,2642.22,0,USD,S&P 500,stock
2017-12-04,2657.19,2665.19,2639.03,2639.44,0,USD,S&P 500,stock
2017-12-05,2639.78,2648.72,2627.73,2629.57,0,USD,S&P 500,stock
2017-12-06,2626.24,2634.41,2624.75,2629.27,0,USD,S&P 500,stock
2017-12-07,2628.38,2640.99,2626.53,2636.98,0,USD,S&P 500,stock
2017-12-08,2646.21,2651.65,2644.1,2651.5,0,USD,S&P 500,stock
2017-12-11,2652.19,2660.33,2651.47,2659.99,0,USD,S&P 500,stock
2017-12-12,2661.73,2669.72,2659.78,2664.11,0,USD,S&P 500,stock
2017-12-13,2667.59,2671.88,2662.85,2662.85,0,USD,S&P 500,stock
2017-12-14,2665.87,2668.09,2652.01,2652.01,0,USD,S&P 500,stock
2017-12-15,2660.63,2679.63,2659.14,2675.81,0,USD,S&P 500,stock
2017-12-18,2685.92,2694.97,2685.92,2690.16,0,USD,S&P 500,stock
2017-12-19,2692.71,2694.44,2680.74,2681.47,0,USD,S&P 500,stock
2017-12-20,2688.18,2691.01,2676.11,2679.25,0,USD,S&P 500,stock
2017-12-21,2683.02,2692.64,2682.4,2684.57,0,USD,S&P 500,stock
2017-12-22,2684.22,2685.35,2678.13,2683.34,0,USD,S&P 500,stock
2017-12-26,2679.09,2682.74,2677.96,2680.5,0,USD,S&P 500,stock
2017-12-27,2682.1,2685.64,2678.91,2682.62,0,USD,S&P 500,stock
2017-12-28,2686.1,2687.66,2682.69,2687.54,0,USD,S&P 500,stock
2017-12-29,2689.15,2692.12,2673.61,2673.61,0,USD,S&P 500,stock
2018-01-02,2683.73,2695.89,2682.36,2695.81,0,USD,S&P 500,stock
2018-01-03,2697.85,2714.37,2697.77,2713.06,0,USD,S&P 500,stock
2018-01-04,2719.31,2729.29,2719.07,2723.99,0,USD,S&P 500,stock
2018-01-05,2731.33,2743.45,2727.92,2743.15,0,USD,S&P 500,stock
2018-01-08,2742.67,2748.51,2737.6,2747.71,0,USD,S&P 500,stock
2018-01-09,2751.15,2759.14,2747.86,2751.29,0,USD,S&P 500,stock
2018-01-10,2745.55,2750.8,2736.06,2748.23,0,USD,S&P 500,stock
2018-01-11,2752.97,2767.56,2752.78,2767.56,0,USD,S&P 500,stock
2018-01-12,2770.18,2787.85,2769.64,2786.24,0,USD,S&P 500,stock
2018-01-16,2798.96,2807.54,2768.64,2776.42,0,USD,S&P 500,stock
2018-01-17,2784.99,2807.04,2778.38,2802.56,0,USD,S&P 500,stock
2018-01-18,2802.4,2805.83,2792.56,2798.03,0,USD,S&P 500,stock
2018-01-19,2802.6,2810.33,2798.08,2810.3,0,USD,S&P 500,stock
2018-01-22,2809.16,2833.03,2808.12,2832.97,0,USD,S&P 500,stock
2018-01-23,2835.05,2842.24,2830.59,2839.13,0,USD,S&P 500,stock
2018-01-24,2845.42,2852.97,2824.81,2837.54,0,USD,S&P 500,stock
2018-01-25,2846.24,2848.56,2830.94,2839.25,0,USD,S&P 500,stock
2018-01-26,2847.48,2872.87,2846.18,2872.87,0,USD,S&P 500,stock
2018-01-29,2867.23,2870.62,2851.48,2853.53,0,USD,S&P 500,stock
2018-01-30,2832.74,2837.75,2818.27,2822.43,0,USD,S&P 500,stock
2018-01-31,2832.41,2839.26,2813.04,2823.81,0,USD,S&P 500,stock
2018-02-01,2816.45,2835.96,2812.7,2821.98,0,USD,S&P 500,stock
2018-02-02,2808.92,2808.92,2759.97,2762.13,0,USD,S&P 500,stock
2018-02-05,2741.06,2763.39,2638.17,2648.94,0,USD,S&P 500,stock
2018-02-06,2614.78,2701.04,2593.07,2695.14,0,USD,S&P 500,stock
2018-02-07,2690.95,2727.67,2681.33,2681.66,0,USD,S&P 500,stock
2018-02-08,2685.01,2685.27,2580.56,2581.0,0,USD,S&P 500,stock
2018-02-09,2601.78,2638.67,2532.69,2619.55,0,USD,S&P 500,stock
2018-02-12,2636.75,2672.61,2622.45,2656.0,0,USD,S&P 500,stock
2018-02-13,2646.27,2668.84,2637.08,2662.94,0,USD,S&P 500,stock
2018-02-14,2651.21,2702.1,2648.87,2698.63,0,USD,S&P 500,stock
2018-02-15,2713.46,2731.51,2689.82,2731.2,0,USD,S&P 500,stock
2018-02-16,2727.14,2754.42,2725.11,2732.22,0,USD,S&P 500,stock
2018-02-20,2722.99,2737.6,2706.76,2716.26,0,USD,S&P 500,stock
2018-02-21,2720.53,2747.75,2701.29,2701.33,0,USD,S&P 500,stock
2018-02-22,2710.42,2731.26,2697.77,2703.96,0,USD,S&P 500,stock
2018-02-23,2715.8,2747.76,2713.74,2747.3,0,USD,S&P 500,stock
2018-02-26,2757.37,2780.64,2753.78,2779.6,0,USD,S&P 500,stock
2018-02-27,2780.45,2789.15,2744.22,2744.28,0,USD,S&P 500,stock
2018-02-28,2753.78,2761.52,2713.54,2713.83,0,USD,S&P 500,stock
2018-03-01,2715.22,2730.89,2659.65,2677.67,0,USD,S&P 500,stock
2018-03-02,2658.89,2696.25,2647.32,2691.25,0,USD,S&P 500,stock
2018-03-05,2681.06,2728.09,2675.75,2720.94,0,USD,S&P 500,stock
2018-03-06,2730.18,2732.08,2711.26,2728.12,0,USD,S&P 500,stock
2018-03-07,2710.18,2730.6,2701.74,2726.8,0,USD,S&P 500,stock
2018-03-08,2732.75,2740.45,2722.65,2738.97,0,USD,S&P 500,stock
2018-03-09,2752.91,2786.57,2751.54,2786.57,0,USD,S&P 500,stock
2018-03-12,2790.54,2796.98,2779.26,2783.02,0,USD,S&P 500,stock
2018-03-13,2792.31,2801.9,2758.68,2765.31,0,USD,S&P 500,stock
2018-03-14,2774.06,2777.11,2744.38,2749.48,0,USD,S&P 500,stock
2018-03-15,2754.27,2763.03,2741.47,2747.33,0,USD,S&P 500,stock
2018-03-16,2750.57,2761.85,2749.97,2752.01,0,USD,S&P 500,stock
2018-03-19,2741.38,2741.38,2694.59,2712.92,0,USD,S&P 500,stock
2018-03-20,2715.05,2724.22,2710.05,2716.94,0,USD,S&P 500,stock
2018-03-21,2714.99,2739.14,2709.79,2711.93,0,USD,S&P 500,stock
2018-03-22,2691.36,2695.68,2641.59,2643.69,0,USD,S&P 500,stock
2018-03-23,2646.71,2657.67,2585.89,2588.26,0,USD,S&P 500,stock
2018-03-26,2619.35,2661.36,2601.81,2658.55,0,USD,S&P 500,stock
2018-03-27,2667.57,2674.78,2596.12,2612.62,0,USD,S&P 500,stock
2018-03-28,2611.3,2632.65,2593.06,2605.0,0,USD,S&P 500,stock
2018-03-29,2614.41,2659.07,2609.72,2640.87,0,USD,S&P 500,stock
2018-04-02,2633.45,2638.3,2553.8,2581.88,0,USD,S&P 500,stock
2018-04-03,2592.17,2619.14,2575.49,2614.45,0,USD,S&P 500,stock
2018-04-04,2584.04,2649.86,2573.61,2644.69,0,USD,S&P 500,stock
2018-04-05,2657.36,2672.08,2649.58,2662.84,0,USD,S&P 500,stock
2018-04-06,2645.82,2656.88,2586.27,2604.47,0,USD,S&P 500,stock
2018-04-09,2617.18,2653.55,2610.79,2613.16,0,USD,S&P 500,stock
2018-04-10,2638.41,2665.45,2635.78,2656.87,0,USD,S&P 500,stock
2018-04-11,2643.89,2661.43,2639.25,2642.19,0,USD,S&P 500,stock
2018-04-12,2653.83,2674.72,2653.83,2663.99,0,USD,S&P 500,stock
2018-04-13,2676.9,2680.26,2645.05,2656.3,0,USD,S&P 500,stock
2018-04-16,2670.1,2686.49,2665.16,2677.84,0,USD,S&P 500,stock
2018-04-17,2692.74,2713.34,2692.05,2706.39,0,USD,S&P 500,stock
2018-04-18,2710.11,2717.49,2703.63,2708.64,0,USD,S&P 500,stock
2018-04-19,2701.16,2702.84,2681.9,2693.13,0,USD,S&P 500,stock
2018-04-20,2692.56,2693.94,2660.61,2670.14,0,USD,S&P 500,stock
2018-04-23,2675.4,2682.86,2657.99,2670.29,0,USD,S&P 500,stock
2018-04-24,2680.8,2683.55,2617.32,2634.56,0,USD,S&P 500,stock
2018-04-25,2634.92,2645.3,2612.67,2639.4,0,USD,S&P 500,stock
2018-04-26,2651.65,2676.48,2647.16,2666.94,0,USD,S&P 500,stock
2018-04-27,2675.47,2677.35,2659.01,2669.91,0,USD,S&P 500,stock
2018-04-30,2675.05,2682.92,2648.04,2648.05,0,USD,S&P 500,stock
2018-05-01,2643.64,2655.27,2625.41,2654.8,0,USD,S&P 500,stock
2018-05-02,2654.24,2660.87,2631.7,2635.67,0,USD,S&P 500,stock
2018-05-03,2628.08,2637.14,2594.62,2629.73,0,USD,S&P 500,stock
2018-05-04,2621.45,2670.93,2615.32,2663.42,0,USD,S&P 500,stock
2018-05-07,2669.36,2683.35,2664.7,2672.63,0,USD,S&P 500,stock
2018-05-08,2670.26,2676.34,2655.2,2671.92,0,USD,S&P 500,stock
2018-05-09,2678.12,2701.27,2674.14,2697.79,0,USD,S&P 500,stock
2018-05-10,2705.02,2726.11,2704.54,2723.07,0,USD,S&P 500,stock
2018-05-11,2722.7,2732.86,2717.45,2727.72,0,USD,S&P 500,stock
2018-05-14,2733.37,2742.1,2725.47,2730.13,0,USD,S&P 500,stock
2018-05-15,2718.59,2718.59,2701.91,2711.45,0,USD,S&P 500,stock
2018-05-16,2712.62,2727.76,2712.17,2722.46,0,USD,S&P 500,stock
2018-05-17,2719.71,2731.96,2711.36,2720.13,0,USD,S&P 500,stock
2018-05-18,2717.35,2719.5,2709.18,2712.97,0,USD,S&P 500,stock
2018-05-21,2725.95,2739.19,2725.7,2733.01,0,USD,S&P 500,stock
2018-05-22,2738.34,2742.24,2721.88,2724.44,0,USD,S&P 500,stock
2018-05-23,2713.98,2733.33,2709.54,2733.29,0,USD,S&P 500,stock
2018-05-24,2730.94,2731.97,2707.38,2727.76,0,USD,S&P 500,stock
2018-05-25,2723.6,2727.36,2714.99,2721.33,0,USD,S&P 500,stock
2018-05-29,2705.11,2710.67,2676.81,2689.86,0,USD,S&P 500,stock
2018-05-30,2702.43,2729.34,2702.43,2724.01,0,USD,S&P 500,stock
2018-05-31,2720.98,2722.5,2700.68,2705.27,0,USD,S&P 500,stock
2018-06-01,2718.7,2736.93,2718.7,2734.62,0,USD,S&P 500,stock
2018-06-04,2741.67,2749.16,2740.54,2746.87,0,USD,S&P 500,stock
2018-06-05,2748.46,2752.61,2739.51,2748.8,0,USD,S&P 500,stock
2018-06-06,2753.25,2772.39,2748.46,2772.35,0,USD,S&P 500,stock
2018-06-07,2774.84,2779.9,2760.16,2770.37,0,USD,S&P 500,stock
2018-06-08,2765.84,2779.39,2763.59,2779.03,0,USD,S&P 500,stock
2018-06-11,2780.18,2790.21,2780.17,2782.0,0,USD,S&P 500,stock
2018-06-12,2785.6,2789.8,2778.78,2786.85,0,USD,S&P 500,stock
2018-06-13,2787.94,2791.47,2774.65,2775.63,0,USD,S&P 500,stock
2018-06-14,2783.21,2789.06,2776.52,2782.49,0,USD,S&P 500,stock
2018-06-15,2777.78,2782.81,2761.73,2779.66,0,USD,S&P 500,stock
2018-06-18,2765.79,2774.99,2757.12,2773.75,0,USD,S&P 500,stock
2018-06-19,2752.01,2765.05,2743.19,2762.59,0,USD,S&P 500,stock
2018-06-20,2769.73,2774.86,2763.91,2767.32,0,USD,S&P 500,stock
2018-06-21,2769.28,2769.28,2744.39,2749.76,0,USD,S&P 500,stock
2018-06-22,2760.79,2764.17,2752.68,2754.88,0,USD,S&P 500,stock
2018-06-25,2742.94,2742.94,2698.67,2717.07,0,USD,S&P 500,stock
2018-06-26,2722.12,2732.91,2715.6,2723.06,0,USD,S&P 500,stock
2018-06-27,2728.45,2746.09,2699.38,2699.63,0,USD,S&P 500,stock
2018-06-28,2698.69,2724.34,2691.99,2716.31,0,USD,S&P 500,stock
2018-06-29,2727.13,2743.26,2718.03,2718.37,0,USD,S&P 500,stock
2018-07-02,2704.95,2727.26,2698.95,2726.71,0,USD,S&P 500,stock
2018-07-03,2733.27,2736.58,2711.16,2713.22,0,USD,S&P 500,stock
2018-07-05,2724.19,2737.83,2716.02,2736.61,0,USD,S&P 500,stock
2018-07-06,2737.68,2764.41,2733.52,2759.82,0,USD,S&P 500,stock
2018-07-09,2768.51,2784.65,2768.51,2784.17,0,USD,S&P 500,stock
2018-07-10,2788.56,2795.58,2786.24,2793.84,0,USD,S&P 500,stock
2018-07-11,2779.82,2785.91,2770.77,2774.02,0,USD,S&P 500,stock
2018-07-12,2783.14,2799.22,2781.53,2798.29,0,USD,S&P 500,stock
2018-07-13,2796.93,2804.53,2791.69,2801.31,0,USD,S&P 500,stock
2018-07-16,2801.43,2803.71,2793.39,2798.43,0,USD,S&P 500,stock
2018-07-17,2789.34,2814.19,2789.24,2809.55,0,USD,S&P 500,stock
2018-07-18,2811.35,2816.76,2805.89,2815.62,0,USD,S&P 500,stock
2018-07-19,2809.37,2812.05,2799.77,2804.49,0,USD,S&P 500,stock
2018-07-20,2804.55,2809.7,2800.01,2801.83,0,USD,S&P 500,stock
2018-07-23,2799.17,2808.61,2795.14,2806.98,0,USD,S&P 500,stock
2018-07-24,2820.68,2829.99,2811.12,2820.4,0,USD,S&P 500,stock
2018-07-25,2817.73,2848.03,2817.73,2846.07,0,USD,S&P 500,stock
2018-07-26,2835.49,2845.57,2835.26,2837.44,0,USD,S&P 500,stock
2018-07-27,2842.35,2843.17,2808.34,2818.82,0,USD,S&P 500,stock
2018-07-30,2819.0,2821.74,2798.11,2802.6,0,USD,S&P 500,stock
2018-07-31,2809.73,2824.46,2808.06,2816.29,0,USD,S&P 500,stock
2018-08-01,2821.17,2825.83,2805.85,2813.36,0,USD,S&P 500,stock
2018-08-02,2800.48,2829.91,2796.34,2827.22,0,USD,S&P 500,stock
2018-08-03,2829.62,2840.38,2827.37,2840.35,0,USD,S&P 500,stock
2018-08-06,2840.29,2853.29,2835.98,2850.4,0,USD,S&P 500,stock
2018-08-07,2855.92,2863.43,2855.92,2858.45,0,USD,S&P 500,stock
2018-08-08,2856.79,2862.44,2853.09,2857.7,0,USD,S&P 500,stock
2018-08-09,2857.19,2862.48,2851.98,2853.58,0,USD,S&P 500,stock
2018-08-10,2839.64,2842.2,2825.81,2833.28,0,USD,S&P 500,stock
2018-08-13,2835.46,2843.4,2819.88,2821.93,0,USD,S&P 500,stock
2018-08-14,2827.88,2843.11,2826.58,2839.96,0,USD,S&P 500,stock
2018-08-15,2827.95,2827.95,2802.49,2818.37,0,USD,S&P 500,stock
2018-08-16,2831.44,2850.49,2831.44,2840.69,0,USD,S&P 500,stock
2018-08-17,2838.32,2855.63,2833.73,2850.13,0,USD,S&P 500,stock
2018-08-20,2853.93,2859.76,2850.62,2857.05,0,USD,S&P 500,stock
2018-08-21,2861.51,2873.23,2861.32,2862.96,0,USD,S&P 500,stock
2018-08-22,2860.99,2867.54,2856.05,2861.82,0,USD,S&P 500,stock
2018-08-23,2860.29,2868.78,2854.03,2856.98,0,USD,S&P 500,stock
2018-08-24,2862.35,2876.16,2862.35,2874.69,0,USD,S&P 500,stock
2018-08-27,2884.69,2898.25,2884.69,2896.74,0,USD,S&P 500,stock
2018-08-28,2901.45,2903.77,2893.5,2897.52,0,USD,S&P 500,stock
2018-08-29,2900.62,2916.5,2898.4,2914.04,0,USD,S&P 500,stock
2018-08-30,2908.94,2912.46,2895.22,2901.13,0,USD,S&P 500,stock
2018-08-31,2898.37,2906.32,2891.73,2901.52,0,USD,S&P 500,stock
2018-09-04,2896.96,2900.18,2885.13,2896.72,0,USD,S&P 500,stock
2018-09-05,2891.59,2894.21,2876.92,2888.6,0,USD,S&P 500,stock
2018-09-06,2888.64,2892.05,2867.29,2878.05,0,USD,S&P 500,stock
2018-09-07,2868.26,2883.81,2864.12,2871.68,0,USD,S&P 500,stock
2018-09-10,2881.39,2886.93,2875.94,2877.13,0,USD,S&P 500,stock
2018-09-11,2871.57,2892.52,2866.78,2887.89,0,USD,S&P 500,stock
2018-09-12,2888.29,2894.65,2879.2,2888.92,0,USD,S&P 500,stock
2018-09-13,2896.85,2906.76,2896.39,2904.18,0,USD,S&P 500,stock
